index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
131,33,tv_unforgettable,Unforgettable,tv show,http://www.metacritic.com/tv/unforgettable,57,20,5,15,0,5.7,23,2,2,2,NA,CBS,NA,NA,"Sep 20, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Former police detective Carnie Wells (Poppy Montgomery), who struggles with hyperthymesia--the ability to remember everything--is recruited by her ex-boyfriend to help the NYPD with one more case."
132,33,tv_ringer,Ringer,tv show,http://www.metacritic.com/tv/ringer,59,29,11,16,2,6.3,83,28,1,2,NA,The CW,NA,NA,"Sep 13, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Bridget returns home to see her twin sister, Siobhan (both roles played by Sarah Michelle Geller), after running into trouble in New York. When it appears her sister committed suicide, Bridget..."
133,33,tv_the-hour-uk,The Hour (UK),tv show,http://www.metacritic.com/tv/the-hour-uk,81,17,16,1,0,7.4,39,8,1,1,NA,BBC-2,NA,NA,"Aug 17, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,It's 1956 and a new topical news programme is about to be launched on the BBC. The six-part drama (written by Abi Morgan) takes you behind-the-scenes as a passionate love triangle develops in the...
134,33,tv_strike-back,Strike Back,tv show,http://www.metacritic.com/tv/strike-back,64,12,6,6,0,8.0,20,9,2,0,NA,Cinemax,NA,NA,"Aug 12, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,An American works with the British military to stop terrorists dead in their tracks.
135,33,tv_moby-dick,Moby Dick,tv show,http://www.metacritic.com/tv/moby-dick,68,7,4,3,0,NA,0,1,0,0,NA,Encore,NA,NA,"Aug  2, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"Encore enters the original programming front with this new mini-series about one of the most highly-regarded novels of all time. Moby Dick features an all-star cast including William Hurt, Ethan..."
136,33,tv_zen,Zen,tv show,http://www.metacritic.com/tv/zen,77,11,10,1,0,7.6,16,5,0,1,NA,BBC-1,NA,NA,"Jul 17, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"Rufus Sewell is Aurelio Zen in this three-part adaptation for the BBC. Set and filmed in Italy, the show is an adaptation of Michael Dibdin's novel Vendetta."
137,34,tv_necessary-roughness,Necessary Roughness,tv show,http://www.metacritic.com/tv/necessary-roughness,63,21,12,8,1,5.6,20,1,4,3,NA,USA,NA,NA,"Jun 29, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,A divorced female sports therapist toughs it out in her job and her daily life.
138,34,tv_suits,Suits,tv show,http://www.metacritic.com/tv/suits,60,17,8,8,1,8.4,181,54,2,4,NA,USA,NA,NA,"Jun 23, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,Suits is a new legal drama from the USA Network staring Patrick J. Adams and Gabriel Macht. It follows collage drop-out Mike Ross who accidentally lands a job with one of New Yorks best legal...
139,34,tv_combat-hospital,Combat Hospital,tv show,http://www.metacritic.com/tv/combat-hospital,54,10,4,5,1,7.1,13,8,1,2,NA,ABC,NA,NA,"Jun 21, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,This new medical drama is about a military hospital in Afghanistan and the doctors who work there.
140,34,tv_falling-skies,Falling Skies,tv show,http://www.metacritic.com/tv/falling-skies,71,27,22,4,1,6.0,207,45,8,41,NA,TNT,NA,NA,"Jun 19, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Science-Fiction', u'Drama']",NA,Returning Series,"Written and produced by Robert Rodat and Steven Spielberg, this show takes place after an alien race has wiped out the majority of the human population. A group of soldiers ban together to try to..."
141,34,tv_the-protector,The Protector,tv show,http://www.metacritic.com/tv/the-protector,53,10,3,7,0,8.0,4,1,0,0,NA,Lifetime,NA,NA,"Jun 12, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Gloria Sheppard (Ally Walker), a divorced mother, must juggle her job as an LAPD homicide detective in addition to raising her two sons with some help from her younger brother Davey (Chris Payne..."
142,34,tv_franklin-bash,Franklin & Bash,tv show,http://www.metacritic.com/tv/franklin-bash,56,21,8,11,2,7.2,33,9,2,1,NA,TNT,NA,NA,"Jun  1, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Comedy', u'Drama']",NA,On Hiatus / TBD,Jared Franklin and Steven Bash are two lawyers and close friends.  When they win a high-profile case the firm they beat recruits them.
143,34,tv_game-of-thrones,Game of Thrones,tv show,http://www.metacritic.com/tv/game-of-thrones,79,28,22,6,0,8.9,958,268,4,12,NA,HBO,NA,NA,"Apr 17, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Returning Series,"Adapted from George R.R. Martin's epic fantasy novel series ""A Song of Ice and Fire"", this HBO project plans to explore the world of kings and queens, knights, lordlings, bastards, and renegades..."
144,34,tv_the-borgias,The Borgias,tv show,http://www.metacritic.com/tv/the-borgias,66,25,16,8,1,8.1,56,7,0,1,NA,Showtime,NA,NA,"Apr  3, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,The show follows the Borgia family that rose to power in Italy during the Renaissance.
145,34,tv_the-killing,The Killing,tv show,http://www.metacritic.com/tv/the-killing,84,29,29,0,0,7.7,219,52,10,10,NA,AMC,NA,NA,"Apr  3, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Based on a popular Danish series called Forbrydelsen, this AMC crime drama project follows three different subplots all linked to a single murder."
146,34,tv_chaos,Chaos,tv show,http://www.metacritic.com/tv/chaos,49,18,4,11,3,7.4,17,6,0,1,NA,CBS,NA,NA,"Apr  1, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Comedy', u'Drama']",NA,Ended,Rogue CIA operatives fall into a pit of incompetence and political infighting in this CBS drama project.
147,34,tv_camelot,Camelot,tv show,http://www.metacritic.com/tv/camelot,58,26,11,13,2,5.3,42,7,3,3,NA,Starz,NA,NA,"Apr  1, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"Set in the mythical age, ""Camelot"" is the timeless and powerful tale of legendary King Arthur, the Knights of the Round Table, the wizard, Merlin, and the sorceress, Morgan. The primary source is..."
148,34,tv_body-of-proof,Body of Proof,tv show,http://www.metacritic.com/tv/body-of-proof,56,21,8,12,1,6.8,23,5,0,2,NA,ABC,NA,NA,"Mar 29, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,A former neurosurgeon-turned-medical examiner becomes an unorthodox crime-solver in this drama project from ABC.
149,34,tv_mildred-pierce,Mildred Pierce,tv show,http://www.metacritic.com/tv/mildred-pierce,69,28,19,8,1,7.3,27,3,1,2,NA,HBO,NA,NA,"Mar 27, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Ended,"Based on the James M. Cain novel ""Mildred Place,"" this miniseries will star Kate Winslet, who will play a single mother who goes into the restaurant business and gets involved in a murder. Joan..."
150,34,tv_breakout-kings,Breakout Kings,tv show,http://www.metacritic.com/tv/breakout-kings,56,19,6,12,1,7.0,23,7,1,1,NA,A&E,NA,NA,"Mar  6, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,A group of US marshals and ex-cons work together to capture escaped criminals in this A&E drama offering.
151,34,tv_the-chicago-code,The Chicago Code,tv show,http://www.metacritic.com/tv/the-chicago-code,75,25,22,3,0,7.1,58,18,1,8,NA,FOX,NA,NA,"Feb  7, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Originally called Ride-Along, this show is set in Chicago and will follow law enforcement officials away from the police stations and into their cars and see what goes on on the streets. The..."
152,34,tv_spartacus-gods-of-the-arena,Spartacus: Gods of the Arena,tv show,http://www.metacritic.com/tv/spartacus-gods-of-the-arena,57,6,3,2,1,8.3,78,24,0,0,NA,Starz,NA,NA,"Jan 21, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"A prequel to the popular series Spartacus: Blood And Sand, Spartacus: Gods Of The Arena tells the story of the rise of the House of Batiatus and its champions before Spartacus entered the picture...."
153,34,tv_fairly-legal,Fairly Legal,tv show,http://www.metacritic.com/tv/fairly-legal,59,18,8,10,0,6.1,23,2,1,2,NA,USA,NA,NA,"Jan 20, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,"Sarah Shahi stars in this USA project as Kate Reed, a formidable litigator-turned-mediator. Fed up with the bureaucracy and injustice in the legal system, Kate Reed seeks a life of balance, not of..."
154,34,tv_being-human,Being Human,tv show,http://www.metacritic.com/tv/being-human,59,15,8,6,1,7.6,41,11,1,2,NA,Syfy,NA,NA,"Jan 17, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Science-Fiction', u'Drama']",NA,Returning Series,"A remake of the popular British show, three roommates in their 20s just happen to be a vampire, a werewolf and a ghost."
155,34,tv_harrys-law,Harry's Law,tv show,http://www.metacritic.com/tv/harrys-law,48,21,6,9,6,7.2,47,16,4,4,NA,NBC,NA,NA,"Jan 17, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Harriet, Matthew and Malcolm are three people from completely different walks of life. They are brought together through fate and decide to start a law practice together based out of a rundown shoe..."
156,34,tv_lights-out,Lights Out,tv show,http://www.metacritic.com/tv/lights-out,79,25,22,3,0,8.1,35,11,0,1,NA,FX,NA,NA,"Jan 11, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,An FX drama project sees a former boxing champion struggling with the beginning of dementia take a job as a collector. The project is penned by feature film writer of The Bucket List Justin Zackham.
157,35,tv_downton-abbey,Downton Abbey,tv show,http://www.metacritic.com/tv/downton-abbey,92,14,13,1,0,8.6,144,32,0,3,NA,PBS,NA,NA,"Jan  9, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Season two begins in 1916, with heir Matthew Crawley fighting in the Battle of the Somme while the staff at Downton tries to keep things as they were before the war, even as the estate serves as a..."
158,35,tv_the-cape,The Cape,tv show,http://www.metacritic.com/tv/the-cape,54,25,8,12,5,6.6,78,28,5,8,NA,NBC,NA,NA,"Jan  9, 2011",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"In fictional Palm City former cop Vince Faraday is framed for murder. Believed to be dead, he takes on the persona of his son's favorite comic book superhero 'The Cape' to clear his name and..."
159,35,tv_sherlock,Sherlock,tv show,http://www.metacritic.com/tv/sherlock,85,17,17,0,0,9.0,275,48,0,4,NA,BBC-1,NA,NA,"Oct 24, 2010",NA,NA,NA,90,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"This three-part series retells the tale of England's most celebrated detective but in a modern-day setting, with Benedict Cumberbatch and Martin Freeman taking the leads as Sherlock Holmes and Dr..."
160,35,tv_luther,Luther,tv show,http://www.metacritic.com/tv/luther,82,11,11,0,0,8.3,65,14,1,1,NA,BBC-1,NA,NA,"Oct 17, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Detective Chief Inspector John Luther (Idris Elba) returns to work after being suspended in another case, but soon finds his personal and professional lives becoming precarious yet again."
161,35,tv_law-order-los-angeles,Law & Order: Los Angeles,tv show,http://www.metacritic.com/tv/law-order-los-angeles,64,22,12,9,1,6.3,12,3,1,1,NA,NBC,NA,NA,"Sep 29, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"In the City of Angels the completely unscrupulous live among the rich and famous celebrities.  It has been said that in Los Angeles, you can get away with murder if you have enough money and the..."
162,35,tv_blue-bloods,Blue Bloods,tv show,http://www.metacritic.com/tv/blue-bloods,70,25,20,5,0,7.8,54,14,2,1,NA,CBS,NA,NA,"Sep 24, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Blue Bloods is a new CBS crime drama by Robin Green and Mitchell Burgess, who are known for their work on the long running HBO drama 'The Sopranos'. The show follows the lives of the..."
163,35,tv_undercovers,Undercovers,tv show,http://www.metacritic.com/tv/undercovers,63,27,15,12,0,5.7,25,4,5,2,NA,NBC,NA,NA,"Sep 22, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,J.J. Abrams' returns to the spy drama with this latest project about a husband and wife who come out of retirement to join the CIA as agents. Think Mr. & Mrs. Smith meets Bourne Identity.
164,35,tv_the-whole-truth,The Whole Truth,tv show,http://www.metacritic.com/tv/the-whole-truth,56,19,7,10,2,7.6,9,3,0,1,NA,ABC,NA,NA,"Sep 22, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,Jerry Bruckheimer examines both sides of the case in this intense legal drama that will follow both the prosecution and the defense teams. Joely Richardson is set to star as a high-profile New York...
165,35,tv_the-defenders,The Defenders,tv show,http://www.metacritic.com/tv/the-defenders,65,19,11,7,1,7.4,21,4,0,1,NA,CBS,NA,NA,"Sep 22, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"This show follows two Las Vegas defense attorneys who support their clients above all else. Nick Morelli, a hard working attorney and Pete Kaczmarek, who loves not only the law but beautiful women..."
166,35,tv_detroit-1-8-7,Detroit 1-8-7,tv show,http://www.metacritic.com/tv/detroit-1-8-7,63,23,12,10,1,8.1,35,23,0,0,NA,ABC,NA,NA,"Sep 21, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"In this ABC crime drama project, a fictional documentary filmmaking crew goes inside Detroit's homicide division."
167,35,tv_hawaii-five-0,Hawaii Five-0,tv show,http://www.metacritic.com/tv/hawaii-five-0,65,29,17,11,1,7.3,83,20,2,4,NA,CBS,NA,NA,"Sep 20, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"When Steve McGarrett's father is murdered, he decided to return home to Oahu in order to catch the killer. The governor offers him the opportunity to run a new task force where he is able to call..."
168,35,tv_chase,Chase,tv show,http://www.metacritic.com/tv/chase,48,17,0,14,3,6.5,31,7,5,4,NA,NBC,NA,NA,"Sep 20, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Produced by Warner Bros. Television and Jerry Bruckheimer Television, Chase is based on a real-life high-priority fugitive-apprehension team that tracks down notorious criminals in South Texas."
169,35,tv_the-event,The Event,tv show,http://www.metacritic.com/tv/the-event,67,28,18,9,1,6.2,131,26,9,13,NA,NBC,NA,NA,"Sep 20, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,This show will feature many points of view and will follow a common citizen contribute to a huge government conspiracy.
170,35,tv_boardwalk-empire,Boardwalk Empire,tv show,http://www.metacritic.com/tv/boardwalk-empire,88,30,28,2,0,8.3,326,40,2,10,NA,HBO,NA,NA,"Sep 19, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,Atlantic City in the 1920s is the setting for the series based on the book by Nelson Johnson about how the city turned into the infamous gambling locale.
171,35,tv_outlaw,Outlaw,tv show,http://www.metacritic.com/tv/outlaw,36,23,1,11,11,4.2,17,3,0,2,NA,NBC,NA,NA,"Sep 15, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Frustrated with flaws in the legal system, Supreme Court Justice Cyrus Garza gives up his lifetime appointment. Hoping to change the system from his private practice, Garza and his team use inside..."
172,35,tv_nikita,Nikita,tv show,http://www.metacritic.com/tv/nikita,66,28,16,11,1,7.0,98,22,6,9,NA,The CW,NA,NA,"Sep  9, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,This project is based on the original French film La Femme Nikita. The story is about two assassins for a top-secret government organization assassin who goes rogue and a new assassin who is...
173,35,tv_rubicon,Rubicon,tv show,http://www.metacritic.com/tv/rubicon,69,28,18,9,1,8.1,113,44,4,4,NA,AMC,NA,NA,"Aug  1, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,AMC launches its third original series Rubicon on August 1st. The show is based in New York City and revolves around a conspiracy at a government intelligence agency. James Badge Dale and Miranda...
174,36,tv_covert-affairs,Covert Affairs,tv show,http://www.metacritic.com/tv/covert-affairs,64,23,14,6,3,6.8,82,15,5,5,NA,USA,NA,NA,"Jul 13, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"Piper Perabo stars in the drama as Annie Walker, a CIA trainee who winds up being mysteriously promoted to the field as an operative."
175,36,tv_rizzoli-isles,Rizzoli & Isles,tv show,http://www.metacritic.com/tv/rizzoli-isles,62,17,8,7,2,6.4,59,8,0,2,NA,TNT,NA,NA,"Jul 12, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,Angie Harmon is poised to star in this crime drama on TNT that is based on the mystery novels by Tess Gerritsen.
176,36,tv_the-glades,The Glades,tv show,http://www.metacritic.com/tv/the-glades,64,19,12,5,2,7.2,92,32,8,8,NA,A&E,NA,NA,"Jul 11, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,"This show follows Matt Passmore as Jim, a Chicago cop who gets kicked off the force after being shot and wrongfully accused by his ex-captain of having an affair with his wife. After receiving his..."
177,36,tv_the-bridge,The Bridge,tv show,http://www.metacritic.com/tv/the-bridge,64,15,6,9,0,7.5,13,3,0,1,NA,CBS,NA,NA,"Jul 10, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"CBS and CTV team up yet again to offer American and Canadian audiences the police drama, The Bridge. Like Flashpoint, this dramatic series will straddle both networks. The show follows Frank Leo, a..."
178,36,tv_rookie-blue,Rookie Blue,tv show,http://www.metacritic.com/tv/rookie-blue,52,11,3,7,1,6.3,63,7,0,1,NA,ABC,NA,NA,"Jun 24, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"A group of young, rookie police officers must learn to adapt to their jobs and meet the expectations of their friends, families and co-workers. This series will air simultaneously on ABC in the..."
179,36,tv_memphis-beat,Memphis Beat,tv show,http://www.metacritic.com/tv/memphis-beat,56,18,8,7,3,8.0,97,16,0,0,NA,TNT,NA,NA,"Jun 22, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Set against a blues backdrop, Memphis Beat focuses on a police detective played by Jason Lee. This TNT series hails from George Clooney's Smokehouse Pictures."
180,36,tv_the-gates,The Gates,tv show,http://www.metacritic.com/tv/the-gates,52,16,3,11,2,8.1,67,19,1,0,NA,ABC,NA,NA,"Jun 20, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"The Gates follows Nick Monohan, a cop who has been hired as the police chief of a seemingly harmless planned community. Nick soon discovers there is much more to its residents than meets the eye."
181,36,tv_pretty-little-liars,Pretty Little Liars,tv show,http://www.metacritic.com/tv/pretty-little-liars,52,14,5,8,1,7.8,76,15,2,2,NA,ABC Family,NA,NA,"Jun  8, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Children']",NA,Returning Series,"Never trust a pretty girl with an ugly secret.

Gossip thrives amid the Mercedes-Benz, mega mansions, and perfectly manicured hedges in the exclusive town of Rosewood, Pennsylvania. Everyone has..."
182,36,tv_persons-unknown,Persons Unknown,tv show,http://www.metacritic.com/tv/persons-unknown,50,12,4,4,4,7.3,64,5,2,4,NA,NBC,NA,NA,"Jun  7, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,Strangers wake up to find themselves locked in their individual hotel rooms and completely under electronic surveillance. They know nothing about how or why they were taken there or even who they...
183,36,tv_miami-medical,Miami Medical,tv show,http://www.metacritic.com/tv/miami-medical,41,17,1,9,7,7.7,7,0,0,0,NA,CBS,NA,NA,"Apr  2, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,Miami Medical is a medical drama about a team of expert  trauma surgeons who shine brightest when working under pressure against the clock to save critically injured patients. The team comprises of...
184,36,tv_justified,Justified,tv show,http://www.metacritic.com/tv/justified,81,27,23,4,0,9.0,261,29,0,3,NA,FX,NA,NA,"Mar 16, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"This show is about U.S. Marshal Raylan Givens, a modern day 19th century-style lawman, who enforces his brand of justice to put a target on his back with criminals and puts him at odds with his..."
185,36,tv_spartacus-blood-and-sand,Spartacus: Blood and Sand,tv show,http://www.metacritic.com/tv/spartacus-blood-and-sand,54,22,7,10,5,8.1,310,33,2,17,NA,Vertex,NA,NA,"Jan 22, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,New Series,"Starz is set to bring gladiators to the small screen with ""Spartacus: Blood and Sand"" from executive producers Sam Raimi, Rob Tapert and Joshua Donen.  The high budget 13-episode first season..."
186,36,tv_human-target,Human Target,tv show,http://www.metacritic.com/tv/human-target,70,26,18,7,1,8.1,70,10,2,1,NA,FOX,NA,NA,"Jan 17, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Human Target is a show by WBTV, DC Comics and McG's Wonderland and based on the DC Comics title. Christopher Chance is the  mysterious security-for-hire protecting his clients by becoming the Human..."
187,37,tv_the-prisoner,The Prisoner,tv show,http://www.metacritic.com/tv/the-prisoner,46,21,3,12,6,3.6,78,6,4,14,NA,AMC,NA,NA,"Nov 15, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"AMC reinterprets the British 1960s cult classic of the same name in a miniseries format. The miniseries stars Jim Caviezel as ""Six"" and the legendary Ian McKellen as ""Number Two."" Six believes that..."
188,37,tv_white-collar,White Collar,tv show,http://www.metacritic.com/tv/white-collar,78,21,21,0,0,8.9,105,26,2,0,NA,USA,NA,NA,"Oct 23, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,On Hiatus / TBD,"This is a new show that premiered on Friday, October 23rd on USA Network at 10 PM.  It is about a convicted white collar criminal who winds up working for the FBI man who caught him.  To stay out..."
189,37,tv_three-rivers,Three Rivers,tv show,http://www.metacritic.com/tv/three-rivers,48,19,3,13,3,7.7,31,10,2,3,NA,CBS,NA,NA,"Oct  4, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"This is a medical drama about an acclaimed transplant hospital and the team, which hold life and death in their hands everyday.  The team is comprised of Dr. Andy Yablonski, the lead surgeon; Dr...."
190,37,tv_flashforward,FlashForward,tv show,http://www.metacritic.com/tv/flashforward,72,26,19,7,0,7.3,103,32,8,6,NA,ABC,NA,NA,"Sep 24, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Dubbed ABC's companion series to Lost, FlashForward is based on Robert J. Sawyer's sci-fi novel of the same name. The plot centers around an eerie, chaotic vision of the future after a mysterious..."
191,37,tv_ncis-los-angeles,NCIS: Los Angeles,tv show,http://www.metacritic.com/tv/ncis-los-angeles,59,22,12,8,2,4.5,59,8,8,15,NA,CBS,NA,NA,"Sep 22, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,The NCIS spinoff reintroduces the Office of Special Projects (OSP) in Los Angeles where G (Chris O'Donnell) and Sam (LL Cool J) go undercover to solve cases.
192,37,tv_the-good-wife,The Good Wife,tv show,http://www.metacritic.com/tv/the-good-wife,76,26,22,4,0,8.4,87,25,0,0,NA,CBS,NA,NA,"Sep 22, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"""The Good Wife"" is a female-driven drama about a politician's wife who pursues her own career as a defense attorney after her husband is sent to jail on charges of political corruption. Alicia..."
193,37,tv_southland,Southland,tv show,http://www.metacritic.com/tv/southland,69,22,16,5,1,8.3,91,28,6,4,NA,TNT,NA,NA,"Apr  9, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Returning Series,"This drama puts the spotlight on the lives of police officers living and working in Los Angeles. Southland stars Kevin Alejandro as Det. Nate Moretta, Arija Bareikis as Officer Chickie Brown,..."
194,37,tv_lie-to-me,Lie to Me,tv show,http://www.metacritic.com/tv/lie-to-me,64,24,16,7,1,8.7,84,27,1,2,NA,FOX,NA,NA,"Jan 21, 2009",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Ended,"Inspired by a real-life behavioral scientist, this FOX drama tells the tale of a deception expert who helps uncover the truth for the FBI, local police, law firms, corporations, and individuals...."
195,38,tv_pillars-of-the-earth,Pillars of the Earth,tv show,http://www.metacritic.com/tv/pillars-of-the-earth,67,19,14,3,2,6.5,19,3,0,3,NA,Starz,NA,NA,"Jun 30, 2010",NA,NA,NA,60,"[u'Action/Adventure', u'Drama']",NA,Mini-Series,Ken Follett's novel about the construction of England's Kingsbridge cathedral during the turmoil of Empress Maud and King Stephen's reign is adapted into an eight hour miniseries.
0,10,tv_the-goode-family,The Goode Family,tv show,http://www.metacritic.com/tv/the-goode-family,61,17,7,9,1,6.2,18,8,0,1,NA,Comedy Central,NA,NA,"May 27, 2009",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,"'It's so difficult being good.'Mike Judge, creator of Beavis & Butt-Head and King of the Hill, brings us this new animated series about an obsessively ""green"" family whose politically correct life..."
1,10,tv_freak-show,Freak Show,tv show,http://www.metacritic.com/tv/freak-show,67,5,4,1,0,6.4,25,13,0,4,NA,Comedy Central,NA,NA,"Oct  4, 2006",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Ended,"Freak Show is the brain-child of David Cross (Arrested Development and Mr. Show) and H. Jon Benjamin (Home Movies) and revolves around a group of people who are, well... freaks. They simultaneously..."
2,15,tv_shrek-the-halls,Shrek The Halls,tv show,http://www.metacritic.com/tv/shrek-the-halls,73,15,11,4,0,6.7,17,3,0,2,NA,ABC,NA,NA,"Nov 28, 2007",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Holiday Event,"Although Shrek is an ogre and not always filled with holiday cheer, for his love for Fiona and his kids he tries to get into the spirit of the season.  Theres never a day of peace for Shrek..."
3,29,tv_the-boondocks,The Boondocks,tv show,http://www.metacritic.com/tv/the-boondocks,72,21,14,5,2,8.9,224,131,3,16,NA,Adult Swim,NA,NA,"Nov  6, 2005",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,Returning Series,"The Boondocks is based on the satiric Aaron McGruder comic strip of the same name. The show follows the adventures of two black boys, Riley and Huey Freeman, who experience a culture clash when..."
4,31,tv_sit-down-shut-up,"Sit Down, Shut Up",tv show,http://www.metacritic.com/tv/sit-down-shut-up,42,18,1,10,7,5.2,69,24,4,15,NA,FOX,NA,NA,"Apr 19, 2009",NA,NA,NA,30,"[u'Comedy', u'Animation']",NA,On Hiatus / TBD,"Developed for American television by Mitchell Hurwitz (Arrested Development), Sit Down, Shut Up is based on the Australian show of the same name. Featuring animated characters against non-animated..."
5,36,tv_class-of-3000,Class of 3000,tv show,http://www.metacritic.com/tv/class-of-3000,65,10,6,3,1,5.9,20,6,0,1,NA,Cartoon Network,NA,NA,"Nov  3, 2006",NA,NA,NA,30,"[u'Animation', u'Children']",NA,Ended,Class of 3000 is an animated series created by André Benjamin of the musical group Outkast. André plays a character named Sunny Bridges who graduated from Westley School of Performing Arts in...
