index,page,ID,title,kind,url,metascore,critic_count,critic_count_positive,critic_count_mixed,critic_count_negative,userscore,user_count,user_count_positive,user_count_mixed,user_count_negative,developer,publisher,record_label,platform,release_date,rating,esrb,esrb_reason,runtime,genre,cast,show_type,summary
94,38,tv_chocolate-news,Chocolate News,tv show,http://www.metacritic.com/tv/chocolate-news,66,13,9,4,0,3.1,42,5,1,20,NA,Comedy Central,NA,NA,"Oct 15, 2008",NA,NA,NA,30,Comedy,NA,Ended,David Alan Grier hosts this urban-leaning parody of magazine shows. 'News' correspondents are the sketch comedians.
95,38,tv_notes-from-the-underbelly,Notes from the Underbelly,tv show,http://www.metacritic.com/tv/notes-from-the-underbelly,38,24,4,8,12,7.0,37,20,0,8,Stacy Traub,ABC,NA,NA,"Apr 12, 2007",NA,NA,NA,30,Comedy,NA,Ended,"Meet Andrew and Lauren. They just found out that they are having a baby. They are about to deal with a lot of changes, first being lying to everyone about being pregnant for the first three months..."
96,38,tv_rules-of-engagement,Rules of Engagement,tv show,http://www.metacritic.com/tv/rules-of-engagement,28,27,0,8,19,7.7,96,49,3,7,Tom Hertz,CBS,NA,NA,"Feb  5, 2007",NA,NA,NA,30,Comedy,NA,Returning Series,"This new comedy follows the unique friendship between a married couple, a pair of newly engaged lovebirds, and a contented bachelor as they navigate the jungles of dating."
97,38,tv_inconceivable,Inconceivable,tv show,http://www.metacritic.com/tv/inconceivable,32,20,1,9,10,9.1,45,34,0,1,NA,NBC,NA,NA,"Sep 23, 2005",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"""Inconceivable"" is an ensemble drama in which the doctors of the Family Options Fertility Clinic help desperate couples give birth.  The Clinic co-founders are attorney Rachel Lu and Dr. Malcolm..."
98,40,tv_eastbound-down,Eastbound & Down,tv show,http://www.metacritic.com/tv/eastbound-down,62,16,8,5,3,9.0,168,63,1,4,NA,HBO,NA,NA,"Feb 15, 2009",NA,NA,NA,30,"[u'Comedy', u'Sports']",NA,Returning Series,"Created by Will Ferrell and Adam McKay, this half-hour comedy follows a former professional baseball player who returns to his hometown in the South to take a job as a substitute gym teacher."
99,40,tv_related,Related,tv show,http://www.metacritic.com/tv/related,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct  5, 2005",NA,NA,NA,NA,"[u'Comedy', u'Drama']",NA,NA,"The WB series Related, comes from the creative forces behind Friends and Sex and the City. The series tells the story of the lives of the four Sorelli sisters and their complicated lives as a..."
100,40,tv_accidentally-on-purpose,Accidentally on Purpose,tv show,http://www.metacritic.com/tv/accidentally-on-purpose,49,18,3,11,4,6.3,89,26,1,21,NA,CBS,NA,NA,"Sep 21, 2009",NA,NA,NA,30,Comedy,NA,Ended,A San Francisco newspaper film critic becomes pregnant after a hookup with a much younger man and together they raise a non-traditional family. Golden Globe Award winner Jenna Elfman (Dharma &...
101,41,tv_aliens-in-america,Aliens in America,tv show,http://www.metacritic.com/tv/aliens-in-america,77,26,24,2,0,8.0,26,4,1,1,NA,The CW,NA,NA,"Oct  1, 2007",NA,NA,NA,30,Comedy,NA,Ended,"A Wisconsin mom arranges to host a foreign exchange student, believing the visitor will help her shy son become more popular. When the student turns out to be a Muslim teenager from Pakistan, her..."
102,41,tv_the-real-wedding-crashers,The Real Wedding Crashers,tv show,http://www.metacritic.com/tv/the-real-wedding-crashers,19,10,0,1,9,2.9,15,2,2,7,NA,NBC,NA,NA,"Apr 23, 2007",NA,NA,NA,60,"[u'Comedy', u'Reality']",NA,Ended,Every bride and groom wants their big day to go off without a hitch.  Engaged couples spend countless hours and tens of thousands of dollars making sure every detail is perfect.  In this new...
103,41,tv_the-bill-engvall-show,The Bill Engvall Show,tv show,http://www.metacritic.com/tv/the-bill-engvall-show,35,7,0,3,4,3.1,33,5,0,19,NA,TBS,NA,NA,"Jul 17, 2007",NA,NA,NA,30,Comedy,NA,Ended,"This is the story of  Bill Pearson, a family counselor struggling to understand his own family. His wife, Susan Pearson is a stay-at-home mom determined to keep her family in line. They have 3..."
104,41,tv_lovespring-international,Lovespring International,tv show,http://www.metacritic.com/tv/lovespring-international,55,9,3,5,1,8.2,28,17,2,3,"Brad Isaacs, Guy Shalem",Lifetime,NA,NA,"Jun  5, 2006",NA,NA,NA,30,Comedy,NA,Ended,"Lovespring International is a half-hour improvisational comedy about a matchmaking agency that markets themselves as an elite Beverly Hills company, even though they are located in Tarzana, CA...."
105,42,tv_so-notorious,So NoTORIous,tv show,http://www.metacritic.com/tv/so-notorious,63,11,6,4,1,8.5,53,35,1,3,NA,VH1,NA,NA,"Apr  2, 2006",NA,NA,NA,30,Comedy,NA,Ended,"""So NoTORIous,"" a single-camera comedy from NBC Uni TV, stars Tori Spelling as herself, an underdog in the un-celebrity world that she desperately tries to be a part of.Joining her are Janey,..."
106,42,tv_out-of-practice,Out of Practice,tv show,http://www.metacritic.com/tv/out-of-practice,53,24,11,7,6,9.5,50,33,0,2,NA,CBS,NA,NA,"Sep 19, 2005",NA,NA,NA,30,Comedy,NA,Ended,"OUT OF PRACTICE is a comedy about a family of doctors who share little in common other than their professions.  The family consists of Ben Barnes, a couples counselor who is not considered to be a..."
107,42,tv_help-me-help-you,Help Me Help You,tv show,http://www.metacritic.com/tv/help-me-help-you,51,24,8,10,6,8.6,16,10,1,0,NA,ABC,NA,NA,"Sep 26, 2006",NA,NA,NA,30,Comedy,NA,Ended,"Help Me Help You take a bunch of people who are all really messed up in different ways and put them in a room together to try and help each other out. he group leader, Dr. Bill Hoffman, is probably..."
108,43,tv_andy-barker-pi,"Andy Barker, P.I.",tv show,http://www.metacritic.com/tv/andy-barker-pi,73,24,22,2,0,7.8,38,24,3,3,NA,NBC,NA,NA,"Mar 15, 2007",NA,NA,NA,30,Comedy,NA,Ended,"In this comedy, Andy Barker (Andy Richter), a happy and successful CPA, decides to take a risk and open his own accounting business--after all, he's great at what he does and has never tasted the..."
109,43,tv_the-inbetweeners-uk,The Inbetweeners (UK),tv show,http://www.metacritic.com/tv/the-inbetweeners-uk,72,7,5,2,0,9.1,57,18,0,0,NA,E4,NA,NA,"May  1, 2008",NA,NA,NA,30,Comedy,NA,Ended,This British comedy focuses around four Sixth Form students dealing with issues facing today's youth.
110,44,tv_sons-daughters,Sons & Daughters,tv show,http://www.metacritic.com/tv/sons-daughters,68,26,17,6,3,8.0,59,36,1,9,NA,ABC,NA,NA,"Mar  7, 2006",NA,NA,NA,30,Comedy,NA,Ended,"Sons & Daughters is an ABC sitcom that stars Fred Goss (""Significant Others"") in this unique hybrid comedy series that offers a mix of improvisational and scripted humor in an unadulterated look at..."
111,45,tv_extras,Extras,tv show,http://www.metacritic.com/tv/extras,81,24,21,2,1,8.3,44,24,0,3,NA,BBC-2,NA,NA,"Jul 21, 2005",NA,NA,NA,30,Comedy,NA,Ended,"Andy Millman has given up his day job to be an actor, but finds he just can't land the big parts. In fact he's never even had a speaking role, so spends much of his time hanging around on set with..."
112,45,tv_side-order-of-life,Side Order of Life,tv show,http://www.metacritic.com/tv/side-order-of-life,61,14,8,6,0,8.7,20,10,1,1,Margaret Nagle,Lifetime,NA,NA,"Jul 15, 2007",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"When a young photographer (Marisa Coughlan) is about to marry a handsome man (Jason Priestley), she thinks her life is going perfect. She's got great friends, a great job, and also a great fiance...."
113,46,tv_ive-got-a-secret,I've Got A Secret,tv show,http://www.metacritic.com/tv/ive-got-a-secret,45,4,1,2,1,7.0,20,15,0,4,NA,GSN,NA,NA,"Apr 17, 2006",NA,NA,NA,30,"[u'Comedy', u'Game Shows', u'Reality']",NA,Ended,"Hosted by Bil Dwyer, I've Got A Secret is the game show that allows its guests to come clean! Three contestants per show, often one a celebrity of sorts, try to stump the panel. Four..."
114,46,tv_twins,Twins,tv show,http://www.metacritic.com/tv/twins,37,18,2,5,11,4.6,17,3,1,8,NA,WB,NA,NA,"Sep 16, 2005",NA,NA,NA,30,Comedy,NA,Ended,"""Twins"" is The WB's latest comedy installment. The series revolves around two twin sisters, Mitchee (Sara Gilbert) and Farrah (Molly Stanton), who are complete opposites.

Their parents, Alan..."
115,47,tv_lipstick-jungle,Lipstick Jungle,tv show,http://www.metacritic.com/tv/lipstick-jungle,40,27,5,8,14,5.1,37,12,0,7,"DeAnn Heline, Eileen Heisler",NBC,NA,NA,"Feb  7, 2008",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"Lipstick Jungle, another hit novel by Sex and the City author Candace Bushnell, is headed for the small screen. While Sex and the City followed the exploits of four single women looking for love in..."
116,47,tv_somebodies,Somebodies,tv show,http://www.metacritic.com/tv/somebodies,60,6,4,2,0,6.8,5,0,0,0,NA,BET,NA,NA,"Sep  9, 2008",NA,NA,NA,30,Comedy,NA,New Series,"Based on the Sundance Film Festival film with the same name, this show follows the lives of young African American adults as they aim to make sense of life in their post college years."
117,47,tv_surviving-suburbia,Surviving Suburbia,tv show,http://www.metacritic.com/tv/surviving-suburbia,35,16,1,3,12,2.8,12,2,0,3,NA,ABC,NA,NA,"Apr  6, 2009",NA,NA,NA,30,Comedy,NA,Ended,"Surviving Suburbia focuses on a father named Steve Patterson, his wife Anne, and their two children, Henry and Courtney.  Everything seems normal for the Pattersons until new next-door neighbors..."
118,47,tv_howie-do-it,Howie Do It,tv show,http://www.metacritic.com/tv/howie-do-it,37,6,1,1,4,3.3,40,9,0,19,NA,NBC,NA,NA,"Jan  9, 2009",NA,NA,NA,60,Comedy,NA,Ended,Howie Mandel's unscripted NBC comedy series is produced simultaneously for NBC and Canada's Global Television.
119,48,tv_drop-dead-diva,Drop Dead Diva,tv show,http://www.metacritic.com/tv/drop-dead-diva,68,12,9,3,0,9.1,77,40,0,3,NA,Lifetime,NA,NA,"Jul 12, 2009",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Returning Series,"This Lifetime drama project follows a pretty 20-something actress who dies and reincarnates as an older, frumpy attorney."
120,48,tv_dirty-sexy-money,Dirty Sexy Money,tv show,http://www.metacritic.com/tv/dirty-sexy-money,66,26,19,3,4,7.7,75,30,3,4,NA,ABC,NA,NA,"Sep 26, 2007",NA,NA,NA,60,"[u'Comedy', u'Drama']",NA,Ended,"When idealistic attorney Nick George's father dies, he ends up taking his father's clients, the Darlings, led by patriarch Tripp. It's not always easy for Nick handling both legal and sometimes..."
121,49,tv_happy-hour,Happy Hour,tv show,http://www.metacritic.com/tv/happy-hour,25,19,1,2,16,8.3,66,44,1,7,NA,FOX,NA,NA,"Sep  7, 2006",NA,NA,NA,30,Comedy,NA,Ended,"Henry Beckman had the perfect life, a great job, a perfect girlfriend and a sweet apartment - until Henry gets dumped by Heather, the girl he thought was ""the one,"" and he is now thrown into an..."
0,0,tv_the-philanthropist,The Philanthropist,tv show,http://www.metacritic.com/tv/the-philanthropist,61,17,8,7,2,7.9,55,20,2,3,NA,NBC,NA,NA,"Jun 24, 2009",NA,NA,NA,60,Drama,NA,Ended,"James Purefoy stars as Teddy Rist, a billionaire and playboy who turns into a philanthropist after witnessing a severe flood in Nigeria. From now on, Teddy travels the world and uses his power, his..."
1,0,tv_the-riches,The Riches,tv show,http://www.metacritic.com/tv/the-riches,69,30,20,8,2,8.7,58,38,3,3,NA,FX,NA,NA,"Mar 12, 2007",NA,NA,NA,60,Drama,NA,Ended,"The Riches follows a traveling family of con artists. Dahlia (Minnie Driver), the family's mother, has just completed a 2-year stint in prison. As well as dealing with Dahlia's drug problem, the..."
2,0,tv_hex,Hex,tv show,http://www.metacritic.com/tv/hex,63,5,2,3,0,8.8,54,41,0,1,NA,Sky One,NA,NA,"Oct  1, 2004",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Cassie yearns to be popular and liked at her school. She wishes she was in the ""in-crowd""; however, she goes about unnoticed in school everyday. The only girl who truly notices her is her best..."
3,1,tv_8th-and-ocean,8th and Ocean,tv show,http://www.metacritic.com/tv/8th-and-ocean,46,5,1,2,2,8.2,33,19,0,5,NA,MTV,NA,NA,"Mar  7, 2006",NA,NA,NA,30,"[u'Drama', u'Reality']",NA,Ended,8th and Ocean follows real life wannabe models through the rigors of fashion industry auditioning in Miamis ultra-hot South Beach.  This new reality/drama comes from MTVs Laguna Beach producers.
4,1,tv_journeyman,Journeyman,tv show,http://www.metacritic.com/tv/journeyman,52,26,7,13,6,9.3,154,93,3,1,Kevin Falls,NBC,NA,NA,"Sep 24, 2007",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,Kevin McKidd (Rome) stars as Dan Vassar in this new series from NBC that aired in 2007.  Dan is happily married with a son.  It seems like he has everything going for him.  Dan ends up traveling...
5,1,tv_in-justice,In Justice,tv show,http://www.metacritic.com/tv/in-justice,48,16,3,9,4,9.5,156,115,1,5,NA,ABC,NA,NA,"Jan  1, 2006",NA,NA,NA,60,Drama,NA,Ended,"Jason O'Mara said. ""In Justice isn't a procedural, In Justice isn't a character drama, it isn't a law show, it isn't a cop show.  But it's all of those.""  That is the best way to describe In..."
6,3,tv_the-starter-wife,The Starter Wife,tv show,http://www.metacritic.com/tv/the-starter-wife,72,13,10,3,0,NA,0,0,0,0,NA,USA,NA,NA,"May 31, 2007",NA,NA,NA,60,"[u'Drama', u'Movie/Mini-Series']",NA,Ended,"The Starter Wife, based on the best-selling novel by Gigi Levangie Grazer, chronicles the events of one woman's life following her divorce after years of marriage to a Hollywood studio executive...."
7,3,tv_the-company,The Company,tv show,http://www.metacritic.com/tv/the-company,67,23,14,9,0,6.9,14,5,0,3,NA,TNT,NA,NA,"Aug  5, 2007",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,Mini-Series,"Three friends are recruited out of Yale in the early days of the Cold War, becoming agents of the CIA and KGB. Played out against historical events that span four decades, this is a look inside..."
8,3,tv_the-cleaner,The Cleaner,tv show,http://www.metacritic.com/tv/the-cleaner,43,15,1,7,7,6.3,24,9,1,7,NA,A&E,NA,NA,"Jul 15, 2008",NA,NA,NA,60,Drama,NA,Ended,From the creator of the Emmy Award winning series American Dreams  The cleaner tells the story of William Banks. He's a recovering addict who struggles to maintain his own rocky personal life while...
9,4,tv_3-lbs,3 Lbs.,tv show,http://www.metacritic.com/tv/3-lbs,40,24,1,12,11,8.0,15,8,0,1,NA,CBS,NA,NA,"Nov 14, 2006",NA,NA,NA,60,Drama,NA,Ended,From executive producer Peter Ocko comes a new medical drama about two elite neurosurgeons who have different takes on how to treat their patients. One cares about them and one who only cares about...
10,4,tv_demons-uk,Demons (UK),tv show,http://www.metacritic.com/tv/demons-uk,51,5,1,3,1,NA,0,0,0,0,NA,ITV1,NA,NA,"Jan  3, 2009",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"This six-part drama series gives a contemporary spin on the legacy of Bram Stoker's Dracula.  Philip Glenister (Life on Mars, Ashes to Ashes) stars as Rupert Galvin, who, along with his godson and..."
11,6,tv_south-beach,South Beach,tv show,http://www.metacritic.com/tv/south-beach,29,18,2,2,14,8.8,79,56,0,5,NA,UPN,NA,NA,"Jan 11, 2006",NA,NA,NA,60,Drama,NA,Ended,"South Beach is centered on two best friends, Vince and Matt, who left their lives in Brooklyn behind and moved to the beautiful South Beach in hopes of finding a better future. Matt meets up with..."
12,7,tv_silver-bells,Silver Bells,tv show,http://www.metacritic.com/tv/silver-bells,38,6,0,4,2,6.3,9,5,0,3,NA,CBS,NA,NA,"Nov 27, 2005",NA,NA,NA,120,"[u'Drama', u'Movie/Mini-Series']",NA,Ended,A widower with young children and a woman who has lost her husband come together to help each other enjoy the magic of the holiday season.
13,8,tv_sons-of-hollywood,Sons Of Hollywood,tv show,http://www.metacritic.com/tv/sons-of-hollywood,21,8,0,2,6,3.9,36,2,0,14,"Jonathan ""JT"" Taylor, David Weintraub, Bobby Heyward",A&E,NA,NA,"Apr  1, 2007",NA,NA,NA,30,"[u'Drama', u'Reality']",NA,Ended,"This series follows three young men as they try to make their way in Hollywood. One is Randy Spelling, son of the late famous producer, Aaron Spelling; the second is Sean Stewart, son of famous..."
14,8,tv_trust-me,Trust Me,tv show,http://www.metacritic.com/tv/trust-me,64,20,10,9,1,7.5,14,6,2,2,NA,TNT,NA,NA,"Jan 26, 2009",NA,NA,NA,60,Drama,NA,Ended,"They'll sell everything but their friendship.

Mason McGuire (McCormack) and Conner (Cavanagh) are two very different but equally close leaders of the pack in their cutting edge Chicago..."
15,8,tv_dollhouse,Dollhouse,tv show,http://www.metacritic.com/tv/dollhouse,57,28,15,7,6,8.6,342,132,4,14,NA,FOX,NA,NA,"Feb 13, 2009",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"They can be anyone you want.

The Dollhouse is a very secret, and very illegal, place where wishes come true. Clients with the right connections and enough money can hire ""Actives"", people who..."
16,9,tv_the-bedford-diaries,The Bedford Diaries,tv show,http://www.metacritic.com/tv/the-bedford-diaries,33,21,4,3,14,9.1,11,10,0,0,NA,WB,NA,NA,"Mar 22, 2006",NA,NA,NA,60,Drama,NA,Ended,"Set at a small liberal-arts college in Manhattan, The Bedford Diaries is an ensemble drama about the lives of resident and commuter students from all kinds of social and economic backgrounds and..."
17,9,tv_masters-of-horror,Masters of Horror,tv show,http://www.metacritic.com/tv/masters-of-horror,74,9,7,2,0,6.6,22,10,1,6,NA,Showtime,NA,NA,"Oct 28, 2005",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Showtime has amassed some of the greatest horror film writers and directors to bring to you the anthology series, ""Masters of Horror"".  For the first time the foremost names in the horror film..."
18,10,tv_oprahs-big-give,Oprah's Big Give,tv show,http://www.metacritic.com/tv/oprahs-big-give,48,19,6,8,5,2.9,23,2,1,12,NA,ABC,NA,NA,"Mar  2, 2008",NA,NA,NA,60,"[u'Drama', u'Reality']",NA,Ended,Millions of dollars will be spent as the contestants thrive to find the best way to give back to people while facing twists each week to test their will power and wits. The stakes will raise as the...
19,11,tv_just-legal,Just Legal,tv show,http://www.metacritic.com/tv/just-legal,53,21,8,10,3,9.3,63,53,0,2,NA,WB,NA,NA,"Sep 19, 2005",NA,NA,NA,60,Drama,NA,Ended,"Just Legal is a fast-paced procedural drama with humor starring Jay Baruchel (Undeclared,"" Million Dollar Baby) and Don Johnson (Miami Vice,  Nash Bridges) as lawyers who save their..."
20,11,tv_survivors,Survivors,tv show,http://www.metacritic.com/tv/survivors,62,8,4,4,0,8.2,13,1,0,0,NA,BBC-1,NA,NA,"Nov 23, 2008",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"Welcome to the Survivors (2008) guide at TV.com.

This BBC drama series follows a group of survivors in the immediate aftermath of a devastating virus that has killed most of the world's..."
21,11,tv_category-7-the-end-of-the-world,Category 7: The End of the World,tv show,http://www.metacritic.com/tv/category-7-the-end-of-the-world,19,11,0,2,9,3.7,91,27,1,50,NA,CBS,NA,NA,"Nov  6, 2005",NA,NA,NA,240,"[u'Science-Fiction', u'Drama', u'Movie/Mini-Series']",NA,Ended,"""Category 7: The End of the World"" picks up where ""Category 6: Day of Destruction"" left off.  The city of Chicago has been destroyed by a monstrous storm and as the storm gathers strength, it..."
22,11,tv_coco-chanel,Coco Chanel,tv show,http://www.metacritic.com/tv/coco-chanel,54,11,2,9,0,8.8,8,5,0,0,NA,Lifetime,NA,NA,"Sep 13, 2008",NA,NA,NA,51,"[u'Drama', u'Movie/Mini-Series']",NA,TV Movie,"This Lifetime Original Movie Event dramatizes the life events of one of fashion's greatest icons, Coco Chanel."
23,12,tv_john-adams,John Adams,tv show,http://www.metacritic.com/tv/john-adams,78,27,23,4,0,8.7,100,59,5,6,NA,HBO,NA,NA,"Mar 16, 2008",NA,NA,NA,90,"[u'Drama', u'Movie/Mini-Series']",NA,Ended,"U.S. history buffs won't want to miss this epic miniseries about one of America's greatest founding fathers John Adams. The mini-series is based on the 2002 book, John Adams, written by David..."
24,13,tv_true-blood,True Blood,tv show,http://www.metacritic.com/tv/true-blood,64,30,11,18,1,8.1,518,185,10,33,NA,HBO,NA,NA,"Sep  7, 2008",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Returning Series,Sookie Stackhouse comes to television in the Alan Ball adaptation of Charlaine Harris' Southern vampire series.
25,14,tv_merlin,Merlin,tv show,http://www.metacritic.com/tv/merlin,59,8,4,3,1,8.3,90,35,3,4,NA,BBC-1,NA,NA,"Sep 20, 2008",NA,NA,NA,45,"[u'Science-Fiction', u'Drama']",NA,On Hiatus / TBD,"Putting a new spin on the story of the infamous sorcerer Merlin, this BBC series shows the dramatic outcomes of living in a time of myth and magic.   Set in the Kingdom of Camelot, the story..."
26,14,tv_six-degrees,Six Degrees,tv show,http://www.metacritic.com/tv/six-degrees,54,27,9,10,8,9.1,71,52,4,0,NA,ABC,NA,NA,"Sep 21, 2006",NA,NA,NA,60,Drama,NA,Ended,Six Degrees followed the lives of six people as they go about their daily lives without realizing the impact they are having on one another and how all six of their lives are intertwined. Six...
27,14,tv_john-from-cincinnati,John from Cincinnati,tv show,http://www.metacritic.com/tv/john-from-cincinnati,51,24,6,11,7,7.4,253,144,4,54,"David Milch, Kem  Nunn",HBO,NA,NA,"Jun 10, 2007",NA,NA,NA,60,"[u'Science-Fiction', u'Drama']",NA,Ended,"From the creator of Deadwood comes this new ""surf noir"" drama about a dysfunctional Southern California family galvanized by the sudden arrival of two strangers: a man out for revenge and a boy..."
28,15,tv_little-dorrit,Little Dorrit,tv show,http://www.metacritic.com/tv/little-dorrit,82,9,9,0,0,9.0,11,4,0,0,NA,BBC-1,NA,NA,"Oct 26, 2008",NA,NA,NA,30,"[u'Drama', u'Movie/Mini-Series']",NA,New Series,"Little Dorrit is a fourteen-part period drama from the BBC based on the 1850s serial novel by Charles Dickens.

The series tells the story of Amy Dorrit, who spends her days earning money for the..."
29,16,tv_i-shouldnt-be-alive,I Shouldn't Be Alive,tv show,http://www.metacritic.com/tv/i-shouldnt-be-alive,61,7,4,1,2,8.8,50,38,0,3,NA,Discovery,NA,NA,"Oct 28, 2005",NA,NA,NA,60,"[u'Drama', u'News/Documentary']",NA,Returning Series,I Shouldnt Be Alive is a series that documents incredible stories of human survival through accurate re-enactments of the scenarios that took place. Each episode takes the viewers into another...
